1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.00043666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.000870393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.001301165,0.000424891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.001641715,0.00084696,0.000411973,0.000401165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.001641715,0.001266174,0.00082125,0.000799736,0.000392048,0.000384333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.001626387,0.003062443,0.001227799,0.001195681,0.000781586,0.000766225,0.000377703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.001611224,0.004807991,0.002975937,0.002903221,0.001168583,0.001145647,0.000753024,0.000372031,0.000367091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.001596228,0.006503959,0.004675274,0.004563535,0.002841628,0.002789309,0.001125933,0.000741728,0.000731891,0.000362847,0.000359193,0.000356007,0.000353213,0.000350744,0.000348539,0.000346546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.001454443,0.008152061,0.006326911,0.006177687,0.004468754,0.004388143,0.0027442,0.001109064,0.001094372,0.000723439,0.000716161,0.000709816,0.000704251,0.000699332,0.000694941,0.000690969,0.000344718,0.000343166,0.000341768,0.000340497,0.000339325,0,0,0,0,0,0,0,0,0,0,0,0
35,0.001327023,0.009249583,0.007932489,0.007747262,0.006050992,0.005943154,0.004318562,0.002705491,0.002671692,0.001081748,0.001070878,0.001061399,0.001053086,0.001045739,0.001039179,0.001033245,0.000687329,0.000684236,0.000681452,0.00067892,0.000676585,0.000338251,0.000337329,0.000336494,0.000335732,0.000335029,0,0,0,0,0,0,0
36,0.00121243,0.009249583,0.011146453,0.010883599,0.007589885,0.007455847,0.005850006,0.004258797,0.004206567,0.002642588,0.002617475,0.002595542,0.002576276,0.002559223,0.00254398,0.002530177,0.001027807,0.001023186,0.001019027,0.001015244,0.001011756,0.000674446,0.000672609,0.000670946,0.000669427,0.000668026,0.00033439,0.000333836,0.000333334,0.000332879,0.000332461,0,0
37,0.00110918,0.009093947,0.014182544,0.013848507,0.010660419,0.010470447,0.007340004,0.00576995,0.005699949,0.004161558,0.004122696,0.004088735,0.004058887,0.004032458,0.004008822,0.003987411,0.002517509,0.002506739,0.002497038,0.002488207,0.002480057,0.001008559,0.001005815,0.001003329,0.00100106,0.000998967,0.000666754,0.000665649,0.000664651,0.000663742,0.00066291,0,0
38,0.000888104,0.008941359,0.015928702,0.016656142,0.013564833,0.013323328,0.010306329,0.007240395,0.007153262,0.005639598,0.005587469,0.005541897,0.005501832,0.005466346,0.005434603,0.005405842,0.003967754,0.003951038,0.003935976,0.003922261,0.003909603,0.002472582,0.002466165,0.002460349,0.002455036,0.002450133,0.000997066,0.000995416,0.000993923,0.000992566,0.000991323,0,0
39,0.000716119,0.008791812,0.015928702,0.01931924,0.016316813,0.016027794,0.013114655,0.010165259,0.010041902,0.007078112,0.00701318,0.006956401,0.00690647,0.006862236,0.00682266,0.006786797,0.005379427,0.005356963,0.005336719,0.005318284,0.005301266,0.003897988,0.003888017,0.003878978,0.00387072,0.003863098,0.002446098,0.002443019,0.002440232,0.002437696,0.002435373,0.000332811,0.000332482
40,0.000638117,0.0080697,0.015604155,0.021813711,0.018928683,0.018595827,0.01577796,0.012935258,0.012778374,0.009935531,0.009843648,0.009763315,0.009692683,0.009630117,0.009574147,0.00952343,0.006753851,0.006725831,0.006700577,0.006677576,0.006656342,0.005285645,0.005272237,0.00526008,0.005248973,0.005238722,0.003856988,0.003852508,0.003848454,0.003844764,0.003841383,0.000663604,0.000662947
41,0.000638117,0.007415341,0.01534108,0.021813711,0.021411458,0.021038147,0.018307944,0.015563102,0.015375153,0.01264307,0.012526189,0.01242399,0.012334126,0.012254519,0.012183299,0.012118761,0.009476772,0.009437154,0.00940145,0.009368933,0.009338915,0.006636847,0.006620114,0.006604941,0.006591078,0.006578283,0.005230593,0.005224744,0.005219449,0.005214631,0.005210213,0.000992354,0.000991373
42,0.000623621,0.006822251,0.015083332,0.021445741,0.025779654,0.025372144,0.020715077,0.018060249,0.017843495,0.015213011,0.015072917,0.014950397,0.014842646,0.014747178,0.014661757,0.014584341,0.012059333,0.012008912,0.01196347,0.011922084,0.011883877,0.009311294,0.009287641,0.009266194,0.0092466,0.009228514,0.006568193,0.006561004,0.006554496,0.006548572,0.006543142,0.002437159,0.002435324
43,0.000623621,0.006283843,0.014830773,0.021085087,0.027029164,0.02934327,0.02501854,0.020436962,0.020193482,0.017656435,0.017494767,0.017353344,0.01722894,0.017118696,0.017020037,0.016930609,0.014513007,0.014452512,0.014397987,0.014348323,0.01430247,0.011848675,0.011818567,0.011791267,0.011766324,0.011743301,0.009214048,0.00920364,0.009194218,0.009185643,0.009177782,0.003843842,0.003841171
44,0.000608045,0.005337408,0.01409834,0.020731714,0.027029164,0.031682847,0.028962718,0.024713434,0.024445797,0.019983274,0.019801542,0.019642522,0.019502603,0.019378584,0.019267574,0.019166933,0.016848164,0.016778264,0.016715254,0.016657857,0.01660486,0.014260189,0.014224052,0.014191284,0.014161343,0.014133705,0.011724728,0.011711279,0.011699103,0.011688022,0.011677864,0.005213269,0.005209779
45,0.000592891,0.004551292,0.013407299,0.01943714,0.026507005,0.031682847,0.03259496,0.028633685,0.028344553,0.024214314,0.02401389,0.023838278,0.023683578,0.023546312,0.02342333,0.02331174,0.01907411,0.018995422,0.018924482,0.018859853,0.018800173,0.016555959,0.016514185,0.016476302,0.016441685,0.01640973,0.014111275,0.014094952,0.014080174,0.014066724,0.014054394,0.006546723,0.006542432
46,0.000578156,0.003893071,0.012755738,0.018235624,0.025996717,0.031005774,0.03586476,0.032245006,0.031936995,0.02809408,0.027876926,0.02768643,0.027518442,0.027369247,0.027235467,0.027113989,0.023208647,0.023121268,0.023042445,0.022970596,0.022904214,0.018745077,0.018698027,0.018655356,0.018616362,0.018580364,0.016383674,0.016364636,0.016347397,0.016331708,0.016317325,0.00917949,0.009173281
47,0.000473456,0.003628861,0.01214119,0.017120687,0.0254982,0.03034565,0.03586476,0.035586406,0.035262082,0.031669782,0.031437834,0.031234141,0.031054345,0.030894529,0.030751118,0.030620806,0.02700161,0.026906366,0.026820401,0.026742003,0.02666954,0.022842823,0.022790443,0.02274292,0.022699478,0.022659361,0.018550899,0.018529293,0.018509728,0.018491923,0.018475598,0.011677741,0.011669718
48,0.000388874,0.003628861,0.010977009,0.016085123,0.023933536,0.029702277,0.035026374,0.038689954,0.038351821,0.034980339,0.034735503,0.034520276,0.034330133,0.034160987,0.034009099,0.033870998,0.030500122,0.030397831,0.030305462,0.030221187,0.030143261,0.026602433,0.026545209,0.026493275,0.026445786,0.026401921,0.022625789,0.022600512,0.02257762,0.022556782,0.022537674,0.014052489,0.014042752
49,0.000320501,0.003545605,0.009940931,0.013900481,0.022478713,0.027962167,0.034210774,0.039650671,0.0412324,0.03805771,0.037801854,0.037576726,0.03737767,0.037200467,0.037041238,0.036896377,0.033742978,0.033634455,0.033536415,0.033446929,0.033364154,0.030071016,0.030009434,0.029953529,0.029902395,0.029855152,0.026364621,0.02633602,0.026310113,0.026286528,0.026264898,0.016313691,0.016302333
50,0.000264965,0.003462726,0.009015628,0.012051241,0.021126517,0.026337632,0.033417627,0.039650671,0.04309998,0.040928025,0.040662969,0.040429535,0.040222971,0.040038954,0.039873499,0.039722889,0.036761979,0.036648027,0.036545039,0.036451003,0.036363986,0.033287346,0.033221889,0.033162451,0.033108073,0.03305782,0.029814499,0.029782911,0.029754295,0.02972824,0.029704343,0.018470294,0.018457402
51,0.000260732,0.003380322,0.008186838,0.010474798,0.019868641,0.02482191,0.031507421,0.038636447,0.04309998,0.045210538,0.044933583,0.044689432,0.044473197,0.044280415,0.044106957,0.04394896,0.03958305,0.03946446,0.039357236,0.039259297,0.039168639,0.036283183,0.03621433,0.036151793,0.036094566,0.03604167,0.033014181,0.032979936,0.032948907,0.032920653,0.032894736,0.022528029,0.022512938
52,0.000260732,0.003146178,0.007442751,0.009123733,0.017341786,0.023406768,0.029719578,0.037652087,0.041910804,0.046261722,0.048788036,0.048537106,0.048314663,0.048116184,0.047937469,0.047774575,0.043802175,0.043677629,0.043564967,0.043462017,0.043366683,0.039084398,0.039012622,0.038947414,0.038887729,0.03883255,0.035995406,0.035958822,0.035925671,0.03589548,0.035867783,0.026251362,0.026234276
53,0.000789342,0.003146178,0.006456016,0.008780719,0.015176799,0.020553276,0.028047624,0.036697068,0.040758966,0.046261722,0.049173309,0.051863145,0.051799121,0.051597783,0.051416357,0.051250878,0.047623148,0.047494591,0.047378246,0.047271883,0.047173349,0.043278064,0.043202534,0.043133896,0.043071055,0.043012944,0.038784013,0.0387454,0.038710406,0.038678533,0.03864929,0.029687334,0.029668454
54,0.001314434,0.003038015,0.006326956,0.008780719,0.013310301,0.018089587,0.026483224,0.034550165,0.039643723,0.044895111,0.049173309,0.051863145,0.054353965,0.054764287,0.054582462,0.054416503,0.051096953,0.0509662,0.050847809,0.050739527,0.050639174,0.047081721,0.0470036,0.046932585,0.046867551,0.046807398,0.042961803,0.042921097,0.0428842,0.042850589,0.042819747,0.032874646,0.032854167
55,0.001835959,0.002934045,0.006326956,0.008604488,0.011693717,0.015950533,0.023256673,0.032542175,0.03709949,0.04357386,0.04774014,0.050407576,0.054353965,0.056663875,0.057466207,0.057301642,0.054262036,0.054130745,0.054011808,0.053902977,0.053802073,0.050545819,0.050466198,0.050393798,0.050327477,0.050266117,0.046754445,0.046712287,0.046674068,0.046639246,0.046607289,0.035844979,0.035823091
56,0.001900545,0.00283416,0.006190148,0.008428752,0.01102789,0.014085589,0.020467124,0.030665925,0.034733611,0.042296981,0.046353341,0.048996814,0.052489831,0.056663875,0.058807611,0.059930601,0.057148376,0.057018029,0.056899887,0.056791734,0.056691417,0.053708172,0.053628054,0.053555181,0.053488408,0.053426614,0.0502121,0.050169095,0.0501301,0.050094566,0.05006195,0.038624116,0.038601002
57,0.001900545,0.002542694,0.006053845,0.008253688,0.01102789,0.013101834,0.018042474,0.028911965,0.032535748,0.039329258,0.045011967,0.047630055,0.051034911,0.054616513,0.058807611,0.060797414,0.059780049,0.059651933,0.059535756,0.059429353,0.059330618,0.056598028,0.056518318,0.056445793,0.05637932,0.056317789,0.053372222,0.053328926,0.053289661,0.053253875,0.053221023,0.042793139,0.042768755
58,0.001883252,0.002284066,0.005918196,0.007690403,0.010823599,0.013101834,0.015926647,0.025441199,0.030492866,0.036586056,0.041698655,0.044153499,0.049624548,0.053010258,0.056550356,0.060797414,0.062643324,0.063429267,0.063321087,0.063221974,0.063129971,0.059238669,0.059160158,0.059088702,0.059023191,0.058962533,0.056263643,0.056220557,0.056181475,0.056145851,0.056113143,0.046579708,0.046554435
59,0.001866122,0.002054782,0.005512263,0.007140224,0.010619719,0.012874178,0.015023142,0.022429132,0.02680203,0.034052984,0.038645775,0.040945353,0.048257028,0.051455529,0.054774855,0.058304722,0.062643324,0.064357772,0.065946528,0.066475761,0.066391386,0.063044274,0.062971073,0.062904433,0.062843324,0.062786731,0.058909178,0.05886674,0.05882824,0.058793141,0.05876091,0.050033836,0.050008036
60,0.001849157,0.001851212,0.005116419,0.006607286,0.010416433,0.012646831,0.015023142,0.019802479,0.023596929,0.031712548,0.035835628,0.037987935,0.045025961,0.049950295,0.053059426,0.056339725,0.06011515,0.064357772,0.065946528,0.06741614,0.068773969,0.066312776,0.066245605,0.066184439,0.066128336,0.066076368,0.062737008,0.062697511,0.062661675,0.062628999,0.06259899,0.053192779,0.053166785
61,0.001687752,0.00151601,0.004830216,0.006094976,0.009710154,0.01241998,0.014775666,0.017503801,0.020801298,0.027771382,0.033247319,0.03526028,0.042019977,0.046478029,0.051401628,0.054445301,0.057692345,0.061388423,0.062940936,0.06741614,0.068773969,0.06910394,0.069043148,0.068987778,0.06893698,0.068889917,0.06603077,0.065994604,0.065961784,0.065931856,0.065904368,0.056085127,0.056059241
62,0.00154098,0.001261311,0.004830216,0.005862833,0.0090191,0.011585823,0.014528391,0.016809408,0.018472714,0.024356213,0.028991744,0.030649586,0.039226976,0.043253847,0.047673069,0.052618474,0.055372067,0.058559177,0.060074443,0.063857858,0.065180201,0.070026484,0.071182376,0.071370209,0.07132476,0.071282644,0.068848681,0.068816026,0.068786389,0.068759361,0.068734533,0.058733429,0.058707915
63,0.00140757,0.001261311,0.004625497,0.005862833,0.008348708,0.010768236,0.014281508,0.016809408,0.018472714,0.02138501,0.025315578,0.026675337,0.03663146,0.040264421,0.044219339,0.048616114,0.050692111,0.055865528,0.057342827,0.060488837,0.061774699,0.070026484,0.071182376,0.072246395,0.073224633,0.073307031,0.071245797,0.071216666,0.071190224,0.071166107,0.071143952,0.062573667,0.062549908
64,0.001286242,0.001747941,0.004430785,0.005559892,0.007703472,0.00997388,0.013333449,0.016544551,0.018200673,0.020025891,0.022127704,0.023237312,0.031785322,0.03749255,0.041025572,0.044919899,0.046406049,0.05091187,0.052019457,0.057302093,0.058550806,0.066554283,0.067645809,0.072246395,0.073224633,0.074122754,0.073274442,0.07324872,0.07322537,0.073204071,0.073184503,0.065881442,0.065859674
65,0.000966435,0.002231441,0.004245703,0.005324839,0.00646593,0.009208315,0.012402666,0.016328366,0.017928613,0.020025891,0.02147151,0.022818555,0.02761036,0.032368223,0.03807246,0.041512995,0.042490338,0.046390469,0.047181046,0.051663379,0.052491099,0.063253962,0.064283968,0.068632887,0.069557311,0.074122754,0.074946294,0.074960603,0.074940162,0.074921515,0.074904382,0.068714086,0.068694422
66,0.000839253,0.002711771,0.003823598,0.005101703,0.006399866,0.007740535,0.011496952,0.016112338,0.017656715,0.019742542,0.02147151,0.022818555,0.024083574,0.02797197,0.032675762,0.038373472,0.038914396,0.042275947,0.042796815,0.046563724,0.047040096,0.060120065,0.061091418,0.065198502,0.066071516,0.070388153,0.074946294,0.075701385,0.076392482,0.076791315,0.076776864,0.071125945,0.071108395
67,0.000839253,0.005166551,0.003448199,0.004889752,0.006399866,0.006570363,0.01062286,0.015896573,0.016512705,0.019459081,0.021178989,0.022519193,0.024083574,0.025256384,0.028069136,0.032710595,0.032923895,0.038534223,0.03882702,0.041968711,0.042155224,0.05358495,0.054075955,0.061937721,0.062761738,0.066839083,0.071166699,0.075701385,0.076392482,0.077024357,0.077601367,0.073168812,0.07315331
68,0.000826441,0.007540423,0.003114767,0.004429517,0.006109363,0.006570363,0.008945106,0.015056627,0.015385999,0.019175687,0.020886272,0.022219564,0.023778352,0.025256384,0.026345234,0.027906086,0.028283759,0.032365599,0.032348817,0.037832761,0.037782513,0.047740263,0.04784292,0.054409558,0.054680972,0.063469941,0.067574681,0.071868371,0.072522635,0.077024357,0.077601367,0.074890831,0.074877256
69,0.000821892,0.009835389,0.002818189,0.004018144,0.005834503,0.006273069,0.007447306,0.014227344,0.014286455,0.017951422,0.020593537,0.021919839,0.023472803,0.024939915,0.026345234,0.027355367,0.028283759,0.029160184,0.029950407,0.031495838,0.031370294,0.042532458,0.042326442,0.047769599,0.047610157,0.054800017,0.064164639,0.068226042,0.068845141,0.073097687,0.073644915,0.076765123,0.076753673
70,0.000821892,0.010466982,0.002348604,0.00365092,0.005574591,0.005991862,0.006476031,0.013413465,0.013222468,0.016744001,0.019298372,0.020561511,0.023167092,0.02462306,0.026018367,0.027355367,0.027939603,0.029160184,0.029950407,0.030703348,0.031370294,0.037897132,0.037449752,0.041936767,0.041449279,0.047279809,0.054897239,0.064768725,0.065354327,0.069367223,0.069886001,0.078126668,0.07822935
71,0.000809247,0.010466982,0.001966547,0.003322661,0.004993468,0.005726022,0.006476031,0.012619171,0.011181499,0.01556409,0.018019402,0.019218617,0.021753136,0.024305988,0.025691057,0.027018839,0.027594915,0.028807621,0.029590394,0.030703348,0.03099801,0.031973437,0.03253546,0.036819252,0.036088229,0.040785986,0.046929662,0.055383844,0.055853464,0.065827156,0.06631881,0.078126668,0.078606907
72,0.000796801,0.01023528,0.001857228,0.002751213,0.004481593,0.005106949,0.006184382,0.010856651,0.009349895,0.014420821,0.016767984,0.01790311,0.020353797,0.022851609,0.025363481,0.026681821,0.027249877,0.028454487,0.029229778,0.030336001,0.030625071,0.031973437,0.03253546,0.033049497,0.03351687,0.035185964,0.040111749,0.047318219,0.047691611,0.056243986,0.056641909,0.074143523,0.078606907
73,0.000784555,0.010009029,0.001857228,0.002291098,0.004031154,0.004565078,0.005908527,0.009248315,0.007742616,0.012221415,0.01555389,0.016625323,0.018981505,0.021410974,0.023875708,0.026344491,0.025712349,0.02810097,0.028868747,0.02996802,0.030251668,0.031595508,0.03215214,0.033049497,0.03351687,0.033942773,0.034328615,0.040419513,0.040713977,0.048012291,0.048332208,0.070359102,0.07456575
74,0.000671701,0.009788195,0.002370407,0.002172346,0.003633957,0.004091111,0.005647757,0.00781031,0.006356793,0.01024258,0.01321098,0.014152746,0.017647054,0.019996674,0.022400818,0.024829657,0.024186096,0.02654709,0.027303635,0.029599598,0.028673582,0.031216901,0.031768122,0.032661185,0.033123969,0.033942773,0.034328615,0.034689269,0.035017446,0.040976167,0.041231842,0.066767586,0.070727777
75,0.000575412,0.008911682,0.002879971,0.002172346,0.002985168,0.003675516,0.005018962,0.0065451,0.005799794,0.008501634,0.011097708,0.011917005,0.015056494,0.018619687,0.020951459,0.023326881,0.022683659,0.025003741,0.025748355,0.028026622,0.02710407,0.030837812,0.031383605,0.032272158,0.032730338,0.033545623,0.033928726,0.034689269,0.035017446,0.035318027,0.035590097,0.057006954,0.067086979
76,0.000493351,0.008117299,0.003385878,0.002685816,0.002469268,0.002996214,0.004471434,0.006198014,0.005799794,0.006996636,0.009233677,0.009939879,0.012708412,0.015920528,0.019538707,0.021848774,0.02121611,0.023483283,0.024215037,0.02646283,0.025554725,0.029259577,0.029808061,0.031882617,0.032336179,0.033147731,0.033528087,0.034285987,0.034611073,0.035318027,0.035590097,0.048627435,0.057282382
77,0.000423344,0.007398025,0.006106042,0.003195555,0.002289607,0.002462034,0.003994896,0.006198014,0.005539741,0.005713865,0.007617993,0.00822159,0.010626637,0.013468307,0.016742042,0.020406428,0.018255589,0.021996668,0.022714468,0.024920078,0.02403593,0.027689355,0.028240004,0.03031232,0.030773424,0.0327493,0.0331269,0.033881945,0.03420393,0.034908813,0.035178312,0.04146943,0.048863922
78,0.000364782,0.006746399,0.008723164,0.00370152,0.002289607,0.00227778,0.003578987,0.005919578,0.005293789,0.005329133,0.006237142,0.006749012,0.008812561,0.011288883,0.014195467,0.017522584,0.015548148,0.018967308,0.019626117,0.02340895,0.020850253,0.026138414,0.026690356,0.028749021,0.02921721,0.031195996,0.031583599,0.033477347,0.033796225,0.034498823,0.034765746,0.035836974,0.041671997
79,0.000364782,0.005631944,0.011240628,0.006513351,0.002794416,0.00227778,0.002895131,0.005656235,0.005061308,0.005329133,0.004859649,0.005280391,0.007253586,0.009384872,0.011926736,0.014890833,0.013124865,0.016191022,0.016790032,0.02026707,0.017913474,0.024616883,0.025168966,0.027203283,0.027677737,0.029648809,0.030046012,0.03194632,0.032278785,0.034088264,0.034352605,0.035836974,0.036064747
80,0.000681415,0.004710586,0.013662722,0.00921186,0.003295528,0.002772491,0.002363181,0.005407311,0.004499557,0.005090391,0.004822408,0.004308023,0.005698655,0.007744301,0.009939698,0.012540677,0.010992008,0.013700348,0.014240055,0.017376103,0.015261637,0.021394742,0.021934149,0.025684662,0.026164259,0.02811757,0.028523627,0.030420632,0.030766334,0.032585419,0.032865302,0.035422853,0.036064747
81,0.00099684,0.004558725,0.017685233,0.011801315,0.0037929,0.003263576,0.002181102,0.004806664,0.004010712,0.004864599,0.004822408,0.004308023,0.004438913,0.006108968,0.008223108,0.010477196,0.009139981,0.011502751,0.011984791,0.014771079,0.012905278,0.018418914,0.018939532,0.022474067,0.022981478,0.026611227,0.027025102,0.028909408,0.029267637,0.031087232,0.031382348,0.035007945,0.035648463
82,0.001311034,0.004558725,0.017685233,0.014286924,0.006610115,0.003750992,0.002181102,0.004283804,0.003585523,0.00465118,0.004606383,0.004079112,0.003808191,0.004778482,0.006512473,0.008689945,0.007293705,0.009589562,0.01001651,0.012461497,0.01083885,0.015726332,0.016222376,0.019492044,0.020016339,0.023459028,0.023900362,0.027421002,0.027790742,0.029602119,0.029911815,0.034592458,0.035231387
83,0.002005436,0.004487652,0.017159494,0.020112732,0.009310878,0.006534193,0.002663487,0.003828874,0.003214669,0.0041349,0.00440208,0.003909514,0.003808191,0.00371011,0.005114989,0.006908862,0.00577357,0.007681023,0.008051563,0.010440881,0.008758678,0.013328521,0.013795201,0.016775593,0.017305133,0.020514009,0.020973621,0.024329744,0.024734542,0.028137826,0.028461152,0.033121111,0.034813728
84,0.002005436,0.004416543,0.016650624,0.023843889,0.011899901,0.009201468,0.00314236,0.003431941,0.002563367,0.003685763,0.004208979,0.003748683,0.003637903,0.003333321,0.003987995,0.005448004,0.00453761,0.006103595,0.006421583,0.00840844,0.007023498,0.011220864,0.011654635,0.014338243,0.014862132,0.017811498,0.018279538,0.021427022,0.021857851,0.025117694,0.025478027,0.031653827,0.033359321
85,0.001987278,0.004345451,0.016158339,0.023843889,0.014382821,0.011757684,0.00361768,0.002756353,0.002066857,0.003295245,0.003741463,0.003596068,0.003476837,0.003333321,0.003089066,0.00426498,0.003543437,0.00481591,0.005085916,0.006718948,0.005593415,0.009097191,0.00948459,0.012178206,0.01268704,0.015366615,0.015833675,0.018746677,0.019193666,0.022268491,0.022657678,0.030198346,0.031908701
86,0.001969284,0.004070336,0.014844673,0.022965803,0.020215018,0.01420862,0.006334912,0.002236166,0.001855156,0.002954753,0.003334865,0.00324903,0.003324587,0.003184189,0.002892654,0.003317299,0.00275118,0.003775847,0.004002842,0.005331571,0.00442692,0.007319785,0.007661263,0.009961152,0.010422254,0.013180434,0.013638199,0.016304605,0.016758122,0.019622355,0.020031379,0.028761836,0.030469286
87,0.001951457,0.003990343,0.01364315,0.02212292,0.025488424,0.019978108,0.008939743,0.002032875,0.001855156,0.002339296,0.002981451,0.002941337,0.002954287,0.003043135,0.002892654,0.002565261,0.002131821,0.002943519,0.003132601,0.004204157,0.003484027,0.005849758,0.00614713,0.008088474,0.008500532,0.01087914,0.011298864,0.014103992,0.014555291,0.017195575,0.017615496,0.02581558,0.029047955
88,0.001781537,0.003990343,0.012545705,0.021314283,0.029165464,0.025193536,0.01143695,0.002032875,0.002308304,0.001874664,0.002673419,0.002668809,0.002632427,0.002909804,0.002763158,0.002491223,0.002131821,0.001910767,0.002004261,0.003296356,0.002248993,0.004646327,0.004902408,0.006524842,0.006888429,0.00891688,0.009296374,0.011728331,0.012146897,0.014992998,0.015415551,0.023024478,0.026139816
89,0.001626509,0.0038868,0.011542975,0.019612394,0.029165464,0.029928308,0.01383219,0.002500339,0.002758257,0.001665812,0.002101532,0.002426994,0.002352854,0.002585238,0.002640675,0.002491223,0.002025696,0.001813089,0.001532537,0.002117054,0.001602729,0.003669954,0.00388822,0.005232198,0.005549322,0.007262377,0.00760116,0.00968677,0.01006943,0.012555094,0.012951383,0.020418951,0.023379451
90,0.001485187,0.003786211,0.00970863,0.018052918,0.028170105,0.033825347,0.019484331,0.002964452,0.003204979,0.001665812,0.001673895,0.001976048,0.002109357,0.002303197,0.0025249,0.002379636,0.001925943,0.001813089,0.001532537,0.001514621,0.001134176,0.002380517,0.002535009,0.004172908,0.004446593,0.005880823,0.006179775,0.007951511,0.008296827,0.010444602,0.010810801,0.018015385,0.020796414
